PTHR10000.mag.mod	PHOSPHOSERINE PHOSPHATASE
PTHR10000.SF0.mod	PHOSPHOSERINE PHOSPHATASE
PTHR10003.mag.mod	SUPEROXIDE DISMUTASE [CU-ZN]-RELATED
PTHR10003.SF11.mod	SUPEROXIDE DISMUTASE [CU-ZN]
PTHR10003.SF10.mod	EXTRACELLULAR SUPEROXIDE DISMUTASE [CU-ZN]
PTHR10003.SF27.mod	COPPER CHAPERONE FOR SUPEROXIDE DISMUTASE
PTHR10004.mag.mod	FAMILY NOT NAMED
PTHR10004.SF0.mod	SUBFAMILY NOT NAMED
PTHR10005.mag.mod	SKI ONCOGENE-RELATED
PTHR10005.SF1.mod	SMAD SUPPRESSING ELEMENT-RELATED
PTHR10005.SF8.mod	LADYBIRD HOMEOBOX COREPRESSOR 1
PTHR10005.SF2.mod	SKI ONCOGENE
PTHR10005.SF3.mod	SKI-RELATED ONCOGENE SNO
PTHR10005.SF7.mod	LADYBIRD HOMEOBOX COREPRESSOR 1-LIKE PROTEIN
PTHR10005.SF6.mod	SKI ONCOGENE-RELATED
PTHR10005.SF9.mod	SKI ONCOGENE-RELATED
PTHR10006.mag.mod	MUCIN-1-RELATED
PTHR10006.SF5.mod	PUTATIVE UNCHARACTERIZED PROTEIN PY01018
PTHR10006.SF3.mod	MUCIN-1
PTHR10006.SF4.mod	SUBFAMILY NOT NAMED
PTHR10009.mag.mod	PROTEIN YELLOW-RELATED
PTHR10009.SF4.mod	 HYPOTHETICAL PROTEIN DDB_0233267
PTHR10009.SF5.mod	PROTEIN YELLOW-RELATED
PTHR10010.mag.mod	SOLUTE CARRIER FAMILY 34 (SODIUM PHOSPHATE), MEMBER 2-RELATED
PTHR10010.SF18.mod	SUBFAMILY NOT NAMED
PTHR10010.SF13.mod	PHOSPHATE TRANSPORT SYSTEM REGULATORY PROTEIN
PTHR10010.SF22.mod	SODIUM-DEPENDENT PHOSPHATE TRANSPORT PROTEIN 2C
PTHR10010.SF21.mod	SODIUM-DEPENDENT PHOSPHATE TRANSPORT PROTEIN 2A
PTHR10010.SF12.mod	PUTATIVE UNCHARACTERIZED PROTEIN
PTHR10010.SF8.mod	SOLUTE CARRIER FAMILY 34 (SODIUM PHOSPHATE), MEMBER 2
PTHR10010.SF14.mod	PHOSPHATE TRANSPORT SYSTEM PROTEIN PHOU
PTHR10010.SF11.mod	PUTATIVE UNCHARACTERIZED PROTEIN ORF-C08_032 (PUTATIVE UNCHARACTERIZED PROTEIN)
PTHR10010.SF3.mod	NA+-DEPENDENT PHOSPHATE TRANSPORTER-RELATED
PTHR10010.SF6.mod	UNCHARACTERIZED
PTHR10010.SF23.mod	SODIUM-DEPENDENT PHOSPHATE TRANSPORT PROTEIN 2B
PTHR10010.SF10.mod	UNCHARACTERIZED
PTHR10012.mag.mod	SERINE/THREONINE-PROTEIN PHOSPHATASE 2A REGULATORY SUBUNIT B
PTHR10012.SF0.mod	SERINE/THREONINE-PROTEIN PHOSPHATASE 2A REGULATORY SUBUNIT B
PTHR10013.mag.mod	GENERAL VESICULAR TRANSPORT FACTOR P115
PTHR10013.SF0.mod	GENERAL VESICULAR TRANSPORT FACTOR P115
PTHR10014.mag.mod	BASIC HELIX-LOOP-HELIX/LEUCINE ZIPPER TRANSCRIPTION FACTOR
PTHR10014.SF16.mod	TRANSCRIPTION FACTOR BINDING TO IGHM ENHANCER 3A
PTHR10014.SF29.mod	HELIX-LOOP-HELIX TRANSCRIPTION FACTOR
PTHR10014.SF10.mod	TRANSCRIPTION FACTOR E3
PTHR10014.SF15.mod	TRANSCRIPTION FACTOR E3  [SOURCE:UNIPROTKB/SWISS-PROT;ACC:P19532]
PTHR10014.SF6.mod	RETROGRADE REGULATION PROTEIN 3
PTHR10014.SF11.mod	TRANSCRIPTION FACTOR EC-RELATED
PTHR10014.SF9.mod	TRANSCRIPTION FACTOR EB
PTHR10014.SF1.mod	TRANSCRIPTION FACTOR E3 FRAGMENT
PTHR10014.SF12.mod	MICROPHTHALMIA-ASSOCIATED TRANSCRIPTION FACTOR
PTHR10014.SF13.mod	TRANSCRIPTION FACTOR EC
PTHR10014.SF17.mod	NOVEL PROTEIN SIMILAR TO VERTEBRATE MICROPHTHALMIA-ASSOCIATED TRANSCRIPTION FACT
PTHR10014.SF30.mod	BASIC HELIX-LOOP-HELIX (BHLH) FAMILY PROTEIN
PTHR10015.mag.mod	HEAT SHOCK TRANSCRIPTION FACTOR
PTHR10015.SF29.mod	SUBFAMILY NOT NAMED
PTHR10015.SF19.mod	HEAT SHOCK TRANSCRIPTION FACTOR 5)((HSF 5)
PTHR10015.SF33.mod	 HEAT SHOCK TRANSCRIPTION FACTOR
PTHR10015.SF14.mod	HEAT SHOCK TRANSCRIPTION FACTOR PROTEIN 3 (HSF3)
